date,player,game,side,line,american_odds
2026-04-07,Norman Powell,Miami Heat @ Toronto Raptors,Over,17.5,-121
2026-04-07,Norman Powell,Miami Heat @ Toronto Raptors,Under,17.5,-105
2026-04-07,Scottie Barnes,Miami Heat @ Toronto Raptors,Over,17.5,-112
2026-04-07,Scottie Barnes,Miami Heat @ Toronto Raptors,Under,17.5,-114
2026-04-07,Andrew Wiggins,Miami Heat @ Toronto Raptors,Over,13.5,-121
2026-04-07,Andrew Wiggins,Miami Heat @ Toronto Raptors,Under,13.5,-106
2026-04-07,Immanuel Quickley,Miami Heat @ Toronto Raptors,Over,13.5,-110
2026-04-07,Immanuel Quickley,Miami Heat @ Toronto Raptors,Under,13.5,-116
2026-04-07,Jaime Jaquez Jr,Miami Heat @ Toronto Raptors,Over,11.5,-110
2026-04-07,Jaime Jaquez Jr,Miami Heat @ Toronto Raptors,Under,11.5,-116
2026-04-07,Jakob Poeltl,Miami Heat @ Toronto Raptors,Over,11.5,-106
2026-04-07,Jakob Poeltl,Miami Heat @ Toronto Raptors,Under,11.5,-120
2026-04-07,Pelle Larsson,Miami Heat @ Toronto Raptors,Over,10.5,-122
2026-04-07,Pelle Larsson,Miami Heat @ Toronto Raptors,Under,10.5,-105
2026-04-07,Sandro Mamukelashvili,Miami Heat @ Toronto Raptors,Over,10.5,-107
2026-04-07,Sandro Mamukelashvili,Miami Heat @ Toronto Raptors,Under,10.5,-119
2026-04-07,Ja'Kobe Walter,Miami Heat @ Toronto Raptors,Over,9.5,101
2026-04-07,Ja'Kobe Walter,Miami Heat @ Toronto Raptors,Under,9.5,-129
2026-04-07,Davion Mitchell,Miami Heat @ Toronto Raptors,Over,8.5,-108
2026-04-07,Davion Mitchell,Miami Heat @ Toronto Raptors,Under,8.5,-118
2026-04-07,Jaylen Brown,Charlotte Hornets @ Boston Celtics,Over,25.5,-123
2026-04-07,Jaylen Brown,Charlotte Hornets @ Boston Celtics,Under,25.5,-103
2026-04-07,Jayson Tatum,Charlotte Hornets @ Boston Celtics,Over,21.5,-121
2026-04-07,Jayson Tatum,Charlotte Hornets @ Boston Celtics,Under,21.5,-105
2026-04-07,LaMelo Ball,Charlotte Hornets @ Boston Celtics,Over,20.5,-109
2026-04-07,LaMelo Ball,Charlotte Hornets @ Boston Celtics,Under,20.5,-117
2026-04-07,Brandon Miller,Charlotte Hornets @ Boston Celtics,Over,17.5,-104
2026-04-07,Brandon Miller,Charlotte Hornets @ Boston Celtics,Under,17.5,-122
2026-04-07,Kon Knueppel,Charlotte Hornets @ Boston Celtics,Over,16.5,-109
2026-04-07,Kon Knueppel,Charlotte Hornets @ Boston Celtics,Under,16.5,-117
2026-04-07,Payton Pritchard,Charlotte Hornets @ Boston Celtics,Over,14.5,-118
2026-04-07,Payton Pritchard,Charlotte Hornets @ Boston Celtics,Under,14.5,-108
2026-04-07,Derrick White,Charlotte Hornets @ Boston Celtics,Over,14.5,-103
2026-04-07,Derrick White,Charlotte Hornets @ Boston Celtics,Under,14.5,-124
2026-04-07,Miles Bridges,Charlotte Hornets @ Boston Celtics,Over,13.5,-112
2026-04-07,Miles Bridges,Charlotte Hornets @ Boston Celtics,Under,13.5,-114
2026-04-07,Coby White,Charlotte Hornets @ Boston Celtics,Over,13.5,-107
2026-04-07,Coby White,Charlotte Hornets @ Boston Celtics,Under,13.5,-119
2026-04-07,Neemias Queta,Charlotte Hornets @ Boston Celtics,Over,10.5,100
2026-04-07,Neemias Queta,Charlotte Hornets @ Boston Celtics,Under,10.5,-128
2026-04-07,Nikola Vucevic,Charlotte Hornets @ Boston Celtics,Over,8.5,100
2026-04-07,Nikola Vucevic,Charlotte Hornets @ Boston Celtics,Under,8.5,-127
2026-04-07,Sam Hauser,Charlotte Hornets @ Boston Celtics,Over,8.5,100
2026-04-07,Sam Hauser,Charlotte Hornets @ Boston Celtics,Under,8.5,-128
2026-04-07,Moussa Diabate,Charlotte Hornets @ Boston Celtics,Over,6.5,-120
2026-04-07,Moussa Diabate,Charlotte Hornets @ Boston Celtics,Under,6.5,-106
2026-04-07,Grant Williams,Charlotte Hornets @ Boston Celtics,Over,5.5,-120
2026-04-07,Grant Williams,Charlotte Hornets @ Boston Celtics,Under,5.5,-106
2026-04-07,Zion Williamson,Utah Jazz @ New Orleans Pelicans,Over,22.5,-124
2026-04-07,Zion Williamson,Utah Jazz @ New Orleans Pelicans,Under,22.5,-103
2026-04-07,Saddiq Bey,Utah Jazz @ New Orleans Pelicans,Over,20.5,-111
2026-04-07,Saddiq Bey,Utah Jazz @ New Orleans Pelicans,Under,20.5,-115
2026-04-07,Dejounte Murray,Utah Jazz @ New Orleans Pelicans,Over,18.5,-114
2026-04-07,Dejounte Murray,Utah Jazz @ New Orleans Pelicans,Under,18.5,-112
2026-04-07,Derik Queen,Utah Jazz @ New Orleans Pelicans,Over,12.5,-118
2026-04-07,Derik Queen,Utah Jazz @ New Orleans Pelicans,Under,12.5,-108
2026-04-07,Herb Jones,Utah Jazz @ New Orleans Pelicans,Over,9.5,-105
2026-04-07,Herb Jones,Utah Jazz @ New Orleans Pelicans,Under,9.5,-121
2026-04-07,Yves Missi,Utah Jazz @ New Orleans Pelicans,Over,8.5,-120
2026-04-07,Yves Missi,Utah Jazz @ New Orleans Pelicans,Under,8.5,-106
2026-04-07,Kawhi Leonard,Dallas Mavericks @ Los Angeles Clippers,Over,28.5,-115
2026-04-07,Kawhi Leonard,Dallas Mavericks @ Los Angeles Clippers,Under,28.5,-111
2026-04-07,Cooper Flagg,Dallas Mavericks @ Los Angeles Clippers,Over,26.5,-115
2026-04-07,Cooper Flagg,Dallas Mavericks @ Los Angeles Clippers,Under,26.5,-110
2026-04-07,Darius Garland,Dallas Mavericks @ Los Angeles Clippers,Over,20.5,-105
2026-04-07,Darius Garland,Dallas Mavericks @ Los Angeles Clippers,Under,20.5,-121
2026-04-07,Bennedict Mathurin,Dallas Mavericks @ Los Angeles Clippers,Over,17.5,-107
2026-04-07,Bennedict Mathurin,Dallas Mavericks @ Los Angeles Clippers,Under,17.5,-119
2026-04-07,Naji Marshall,Dallas Mavericks @ Los Angeles Clippers,Over,14.5,-123
2026-04-07,Naji Marshall,Dallas Mavericks @ Los Angeles Clippers,Under,14.5,-104
2026-04-07,P.J. Washington,Dallas Mavericks @ Los Angeles Clippers,Over,13.5,-114
2026-04-07,P.J. Washington,Dallas Mavericks @ Los Angeles Clippers,Under,13.5,-112
2026-04-07,John Collins,Dallas Mavericks @ Los Angeles Clippers,Over,11.5,-117
2026-04-07,John Collins,Dallas Mavericks @ Los Angeles Clippers,Under,11.5,-109
2026-04-07,Brook Lopez,Dallas Mavericks @ Los Angeles Clippers,Over,10.5,-129
2026-04-07,Brook Lopez,Dallas Mavericks @ Los Angeles Clippers,Under,10.5,101
2026-04-07,Max Christie,Dallas Mavericks @ Los Angeles Clippers,Over,10.5,-119
2026-04-07,Max Christie,Dallas Mavericks @ Los Angeles Clippers,Under,10.5,-107
2026-04-07,Jordan Miller,Dallas Mavericks @ Los Angeles Clippers,Over,9.5,-120
2026-04-07,Jordan Miller,Dallas Mavericks @ Los Angeles Clippers,Under,9.5,-106
2026-04-07,Derrick Jones,Dallas Mavericks @ Los Angeles Clippers,Over,8.5,-117
2026-04-07,Derrick Jones,Dallas Mavericks @ Los Angeles Clippers,Under,8.5,-109
2026-04-07,Kris Dunn,Dallas Mavericks @ Los Angeles Clippers,Over,5.5,-118
2026-04-07,Kris Dunn,Dallas Mavericks @ Los Angeles Clippers,Under,5.5,-108
2026-04-07,Shai Gilgeous-Alexander,Oklahoma City Thunder @ Los Angeles Lakers,Over,30.5,-106
2026-04-07,Shai Gilgeous-Alexander,Oklahoma City Thunder @ Los Angeles Lakers,Under,30.5,-120
2026-04-07,LeBron James,Oklahoma City Thunder @ Los Angeles Lakers,Over,23.5,-113
2026-04-07,LeBron James,Oklahoma City Thunder @ Los Angeles Lakers,Under,23.5,-112
2026-04-07,Chet Holmgren,Oklahoma City Thunder @ Los Angeles Lakers,Over,15.5,-112
2026-04-07,Chet Holmgren,Oklahoma City Thunder @ Los Angeles Lakers,Under,15.5,-114
2026-04-07,Rui Hachimura,Oklahoma City Thunder @ Los Angeles Lakers,Over,14.5,-115
2026-04-07,Rui Hachimura,Oklahoma City Thunder @ Los Angeles Lakers,Under,14.5,-111
2026-04-07,Ajay Mitchell,Oklahoma City Thunder @ Los Angeles Lakers,Over,12.5,-122
2026-04-07,Ajay Mitchell,Oklahoma City Thunder @ Los Angeles Lakers,Under,12.5,-104
2026-04-07,Jake LaRavia,Oklahoma City Thunder @ Los Angeles Lakers,Over,11.5,-122
2026-04-07,Jake LaRavia,Oklahoma City Thunder @ Los Angeles Lakers,Under,11.5,-104
2026-04-07,Deandre Ayton,Oklahoma City Thunder @ Los Angeles Lakers,Over,10.5,-127
2026-04-07,Deandre Ayton,Oklahoma City Thunder @ Los Angeles Lakers,Under,10.5,-101
2026-04-07,Isaiah Hartenstein,Oklahoma City Thunder @ Los Angeles Lakers,Over,7.5,-122
2026-04-07,Isaiah Hartenstein,Oklahoma City Thunder @ Los Angeles Lakers,Under,7.5,-104
2026-04-07,Luguentz Dort,Oklahoma City Thunder @ Los Angeles Lakers,Over,7.5,-106
2026-04-07,Luguentz Dort,Oklahoma City Thunder @ Los Angeles Lakers,Under,7.5,-121
2026-04-07,Cason Wallace,Oklahoma City Thunder @ Los Angeles Lakers,Over,7.5,-102
2026-04-07,Cason Wallace,Oklahoma City Thunder @ Los Angeles Lakers,Under,7.5,-125
2026-04-07,Jaylin Williams,Oklahoma City Thunder @ Los Angeles Lakers,Over,6.5,-109
2026-04-07,Jaylin Williams,Oklahoma City Thunder @ Los Angeles Lakers,Under,6.5,-117
2026-04-07,Devin Booker,Houston Rockets @ Phoenix Suns,Over,25.5,-102
2026-04-07,Devin Booker,Houston Rockets @ Phoenix Suns,Under,25.5,-125
2026-04-07,Kevin Durant,Houston Rockets @ Phoenix Suns,Over,24.5,-114
2026-04-07,Kevin Durant,Houston Rockets @ Phoenix Suns,Under,24.5,-112
2026-04-07,Alperen Sengun,Houston Rockets @ Phoenix Suns,Over,19.5,-101
2026-04-07,Alperen Sengun,Houston Rockets @ Phoenix Suns,Under,19.5,-126
2026-04-07,Jalen Green,Houston Rockets @ Phoenix Suns,Over,18.5,-115
2026-04-07,Jalen Green,Houston Rockets @ Phoenix Suns,Under,18.5,-111
2026-04-07,Dillon Brooks,Houston Rockets @ Phoenix Suns,Over,17.5,-107
2026-04-07,Dillon Brooks,Houston Rockets @ Phoenix Suns,Under,17.5,-119
2026-04-07,Amen Thompson,Houston Rockets @ Phoenix Suns,Over,16.5,-107
2026-04-07,Amen Thompson,Houston Rockets @ Phoenix Suns,Under,16.5,-119
2026-04-07,Jabari Smith Jr,Houston Rockets @ Phoenix Suns,Over,14.5,101
2026-04-07,Jabari Smith Jr,Houston Rockets @ Phoenix Suns,Under,14.5,-129
2026-04-07,Reed Sheppard,Houston Rockets @ Phoenix Suns,Over,13.5,-115
2026-04-07,Reed Sheppard,Houston Rockets @ Phoenix Suns,Under,13.5,-111
2026-04-07,Mark Williams,Houston Rockets @ Phoenix Suns,Over,9.5,-114
2026-04-07,Mark Williams,Houston Rockets @ Phoenix Suns,Under,9.5,-112
2026-04-07,Collin Gillespie,Houston Rockets @ Phoenix Suns,Over,9.5,-113
2026-04-07,Collin Gillespie,Houston Rockets @ Phoenix Suns,Under,9.5,-113
2026-04-07,Tari Eason,Houston Rockets @ Phoenix Suns,Over,8.5,-118
2026-04-07,Tari Eason,Houston Rockets @ Phoenix Suns,Under,8.5,-108
2026-04-07,Jordan Goodwin,Houston Rockets @ Phoenix Suns,Over,7.5,-112
2026-04-07,Jordan Goodwin,Houston Rockets @ Phoenix Suns,Under,7.5,-113
2026-04-07,Royce O'Neale,Houston Rockets @ Phoenix Suns,Over,6.5,-116
2026-04-07,Royce O'Neale,Houston Rockets @ Phoenix Suns,Under,6.5,-110
2026-04-07,Clint Capela,Houston Rockets @ Phoenix Suns,Over,2.5,-120
2026-04-07,Clint Capela,Houston Rockets @ Phoenix Suns,Under,2.5,-106
2026-04-06,Jalen Brunson,New York Knicks @ Atlanta Hawks,Over,25.5,-106
2026-04-06,Jalen Brunson,New York Knicks @ Atlanta Hawks,Under,25.5,-120
2026-04-06,Jalen Johnson,New York Knicks @ Atlanta Hawks,Over,22.5,-105
2026-04-06,Jalen Johnson,New York Knicks @ Atlanta Hawks,Under,22.5,-121
2026-04-06,Karl-Anthony Towns,New York Knicks @ Atlanta Hawks,Over,19.5,-108
2026-04-06,Karl-Anthony Towns,New York Knicks @ Atlanta Hawks,Under,19.5,-117
2026-04-06,Nickeil Alexander-Walker,New York Knicks @ Atlanta Hawks,Over,18.5,-125
2026-04-06,Nickeil Alexander-Walker,New York Knicks @ Atlanta Hawks,Under,18.5,-102
2026-04-06,C.J. McCollum,New York Knicks @ Atlanta Hawks,Over,17.5,-111
2026-04-06,C.J. McCollum,New York Knicks @ Atlanta Hawks,Under,17.5,-115
2026-04-06,OG Anunoby,New York Knicks @ Atlanta Hawks,Over,15.5,-119
2026-04-06,OG Anunoby,New York Knicks @ Atlanta Hawks,Under,15.5,-107
2026-04-06,Onyeka Okongwu,New York Knicks @ Atlanta Hawks,Over,13.5,-121
2026-04-06,Onyeka Okongwu,New York Knicks @ Atlanta Hawks,Under,13.5,-105
2026-04-06,Mikal Bridges,New York Knicks @ Atlanta Hawks,Over,13.5,-101
2026-04-06,Mikal Bridges,New York Knicks @ Atlanta Hawks,Under,13.5,-126
2026-04-06,Josh Hart,New York Knicks @ Atlanta Hawks,Over,12.5,100
2026-04-06,Josh Hart,New York Knicks @ Atlanta Hawks,Under,12.5,-128
2026-04-06,Dyson Daniels,New York Knicks @ Atlanta Hawks,Over,11.5,-118
2026-04-06,Dyson Daniels,New York Knicks @ Atlanta Hawks,Under,11.5,-108
2026-04-06,Jonathan Kuminga,New York Knicks @ Atlanta Hawks,Over,10.5,-118
2026-04-06,Jonathan Kuminga,New York Knicks @ Atlanta Hawks,Under,10.5,-108
2026-04-06,Landry Shamet,New York Knicks @ Atlanta Hawks,Over,8.5,-107
2026-04-06,Landry Shamet,New York Knicks @ Atlanta Hawks,Under,8.5,-119
2026-04-06,Zaccharie Risacher,New York Knicks @ Atlanta Hawks,Over,5.5,-106
2026-04-06,Zaccharie Risacher,New York Knicks @ Atlanta Hawks,Under,5.5,-120
2026-04-06,Paolo Banchero,Detroit Pistons @ Orlando Magic,Over,20.5,-117
2026-04-06,Paolo Banchero,Detroit Pistons @ Orlando Magic,Under,20.5,-109
2026-04-06,Desmond Bane,Detroit Pistons @ Orlando Magic,Over,18.5,-115
2026-04-06,Desmond Bane,Detroit Pistons @ Orlando Magic,Under,18.5,-111
2026-04-06,Jalen Suggs,Detroit Pistons @ Orlando Magic,Over,14.5,-116
2026-04-06,Jalen Suggs,Detroit Pistons @ Orlando Magic,Under,14.5,-110
2026-04-06,Franz Wagner,Detroit Pistons @ Orlando Magic,Over,11.5,-124
2026-04-06,Franz Wagner,Detroit Pistons @ Orlando Magic,Under,11.5,-102
2026-04-06,Wendell Carter Jr,Detroit Pistons @ Orlando Magic,Over,11.5,-121
2026-04-06,Wendell Carter Jr,Detroit Pistons @ Orlando Magic,Under,11.5,-105
2026-04-06,Tristan da Silva,Detroit Pistons @ Orlando Magic,Over,9.5,100
2026-04-06,Tristan da Silva,Detroit Pistons @ Orlando Magic,Under,9.5,-127
2026-04-06,Jevon Carter,Detroit Pistons @ Orlando Magic,Over,7.5,-109
2026-04-06,Jevon Carter,Detroit Pistons @ Orlando Magic,Under,7.5,-117
2026-04-06,Donovan Mitchell,Cleveland Cavaliers @ Memphis Grizzlies,Over,25.5,-107
2026-04-06,Donovan Mitchell,Cleveland Cavaliers @ Memphis Grizzlies,Under,25.5,-119
2026-04-06,James Harden,Cleveland Cavaliers @ Memphis Grizzlies,Over,19.5,-118
2026-04-06,James Harden,Cleveland Cavaliers @ Memphis Grizzlies,Under,19.5,-108
2026-04-06,Evan Mobley,Cleveland Cavaliers @ Memphis Grizzlies,Over,19.5,-108
2026-04-06,Evan Mobley,Cleveland Cavaliers @ Memphis Grizzlies,Under,19.5,-118
2026-04-06,Jarrett Allen,Cleveland Cavaliers @ Memphis Grizzlies,Over,14.5,-122
2026-04-06,Jarrett Allen,Cleveland Cavaliers @ Memphis Grizzlies,Under,14.5,-104
2026-04-06,Victor Wembanyama,Philadelphia 76ers @ San Antonio Spurs,Over,28.5,-113
2026-04-06,Victor Wembanyama,Philadelphia 76ers @ San Antonio Spurs,Under,28.5,-113
2026-04-06,Joel Embiid,Philadelphia 76ers @ San Antonio Spurs,Over,28.5,-105
2026-04-06,Joel Embiid,Philadelphia 76ers @ San Antonio Spurs,Under,28.5,-121
2026-04-06,Tyrese Maxey,Philadelphia 76ers @ San Antonio Spurs,Over,24.5,-119
2026-04-06,Tyrese Maxey,Philadelphia 76ers @ San Antonio Spurs,Under,24.5,-107
2026-04-06,Stephon Castle,Philadelphia 76ers @ San Antonio Spurs,Over,18.5,-105
2026-04-06,Stephon Castle,Philadelphia 76ers @ San Antonio Spurs,Under,18.5,-122
2026-04-06,Paul George,Philadelphia 76ers @ San Antonio Spurs,Over,17.5,-119
2026-04-06,Paul George,Philadelphia 76ers @ San Antonio Spurs,Under,17.5,-107
2026-04-06,De'Aaron Fox,Philadelphia 76ers @ San Antonio Spurs,Over,16.5,100
2026-04-06,De'Aaron Fox,Philadelphia 76ers @ San Antonio Spurs,Under,16.5,-127
2026-04-06,Devin Vassell,Philadelphia 76ers @ San Antonio Spurs,Over,13.5,-110
2026-04-06,Devin Vassell,Philadelphia 76ers @ San Antonio Spurs,Under,13.5,-116
2026-04-06,VJ Edgecombe,Philadelphia 76ers @ San Antonio Spurs,Over,12.5,-124
2026-04-06,VJ Edgecombe,Philadelphia 76ers @ San Antonio Spurs,Under,12.5,-103
2026-04-06,Keldon Johnson,Philadelphia 76ers @ San Antonio Spurs,Over,12.5,-106
2026-04-06,Keldon Johnson,Philadelphia 76ers @ San Antonio Spurs,Under,12.5,-121
2026-04-06,Dylan Harper,Philadelphia 76ers @ San Antonio Spurs,Over,11.5,-119
2026-04-06,Dylan Harper,Philadelphia 76ers @ San Antonio Spurs,Under,11.5,-107
2026-04-06,Julian Champagnie,Philadelphia 76ers @ San Antonio Spurs,Over,11.5,-104
2026-04-06,Julian Champagnie,Philadelphia 76ers @ San Antonio Spurs,Under,11.5,-123
2026-04-06,Kelly Oubre Jr,Philadelphia 76ers @ San Antonio Spurs,Over,10.5,-118
2026-04-06,Kelly Oubre Jr,Philadelphia 76ers @ San Antonio Spurs,Under,10.5,-108
2026-04-06,Dominick Barlow,Philadelphia 76ers @ San Antonio Spurs,Over,5.5,-107
2026-04-06,Dominick Barlow,Philadelphia 76ers @ San Antonio Spurs,Under,5.5,-119
2026-04-06,Nikola Jokic,Portland Trail Blazers @ Denver Nuggets,Over,27.5,-124
2026-04-06,Nikola Jokic,Portland Trail Blazers @ Denver Nuggets,Under,27.5,-103
2026-04-06,Deni Avdija,Portland Trail Blazers @ Denver Nuggets,Over,25.5,-110
2026-04-06,Deni Avdija,Portland Trail Blazers @ Denver Nuggets,Under,25.5,-116
2026-04-06,Jamal Murray,Portland Trail Blazers @ Denver Nuggets,Over,24.5,-124
2026-04-06,Jamal Murray,Portland Trail Blazers @ Denver Nuggets,Under,24.5,-103
2026-04-06,Jrue Holiday,Portland Trail Blazers @ Denver Nuggets,Over,18.5,-107
2026-04-06,Jrue Holiday,Portland Trail Blazers @ Denver Nuggets,Under,18.5,-119
2026-04-06,Toumani Camara,Portland Trail Blazers @ Denver Nuggets,Over,15.5,-119
2026-04-06,Toumani Camara,Portland Trail Blazers @ Denver Nuggets,Under,15.5,-107
2026-04-06,Aaron Gordon,Portland Trail Blazers @ Denver Nuggets,Over,15.5,-102
2026-04-06,Aaron Gordon,Portland Trail Blazers @ Denver Nuggets,Under,15.5,-125
2026-04-06,Scoot Henderson,Portland Trail Blazers @ Denver Nuggets,Over,15.5,-101
2026-04-06,Scoot Henderson,Portland Trail Blazers @ Denver Nuggets,Under,15.5,-126
2026-04-06,Donovan Clingan,Portland Trail Blazers @ Denver Nuggets,Over,13.5,-119
2026-04-06,Donovan Clingan,Portland Trail Blazers @ Denver Nuggets,Under,13.5,-107
2026-04-06,Cameron Johnson,Portland Trail Blazers @ Denver Nuggets,Over,12.5,-101
2026-04-06,Cameron Johnson,Portland Trail Blazers @ Denver Nuggets,Under,12.5,-126
2026-04-06,Christian Braun,Portland Trail Blazers @ Denver Nuggets,Over,12.5,101
2026-04-06,Christian Braun,Portland Trail Blazers @ Denver Nuggets,Under,12.5,-129
2026-04-06,Tim Hardaway Jr,Portland Trail Blazers @ Denver Nuggets,Over,11.5,-106
2026-04-06,Tim Hardaway Jr,Portland Trail Blazers @ Denver Nuggets,Under,11.5,-120
2026-04-06,Robert Williams,Portland Trail Blazers @ Denver Nuggets,Over,7.5,-111
2026-04-06,Robert Williams,Portland Trail Blazers @ Denver Nuggets,Under,7.5,-115
2026-04-06,Bruce Brown,Portland Trail Blazers @ Denver Nuggets,Over,7.5,-104
2026-04-06,Bruce Brown,Portland Trail Blazers @ Denver Nuggets,Under,7.5,-123
2026-04-05,Jaylen Brown,Toronto Raptors @ Boston Celtics,Over,25.5,-120
2026-04-05,Jaylen Brown,Toronto Raptors @ Boston Celtics,Under,25.5,-106
2026-04-05,Jayson Tatum,Toronto Raptors @ Boston Celtics,Over,22.5,-103
2026-04-05,Jayson Tatum,Toronto Raptors @ Boston Celtics,Under,22.5,-124
2026-04-05,Brandon Ingram,Toronto Raptors @ Boston Celtics,Over,21.5,-110
2026-04-05,Brandon Ingram,Toronto Raptors @ Boston Celtics,Under,21.5,-116
2026-04-05,R.J. Barrett,Toronto Raptors @ Boston Celtics,Over,20.5,-119
2026-04-05,R.J. Barrett,Toronto Raptors @ Boston Celtics,Under,20.5,-107
2026-04-05,Scottie Barnes,Toronto Raptors @ Boston Celtics,Over,16.5,-111
2026-04-05,Scottie Barnes,Toronto Raptors @ Boston Celtics,Under,16.5,-115
2026-04-05,Derrick White,Toronto Raptors @ Boston Celtics,Over,15.5,-107
2026-04-05,Derrick White,Toronto Raptors @ Boston Celtics,Under,15.5,-119
2026-04-05,Payton Pritchard,Toronto Raptors @ Boston Celtics,Over,15.5,-101
2026-04-05,Payton Pritchard,Toronto Raptors @ Boston Celtics,Under,15.5,-126
2026-04-05,Neemias Queta,Toronto Raptors @ Boston Celtics,Over,10.5,101
2026-04-05,Neemias Queta,Toronto Raptors @ Boston Celtics,Under,10.5,-129
2026-04-05,Jakob Poeltl,Toronto Raptors @ Boston Celtics,Over,9.5,-121
2026-04-05,Jakob Poeltl,Toronto Raptors @ Boston Celtics,Under,9.5,-105
2026-04-05,Sandro Mamukelashvili,Toronto Raptors @ Boston Celtics,Over,9.5,100
2026-04-05,Sandro Mamukelashvili,Toronto Raptors @ Boston Celtics,Under,9.5,-127
2026-04-05,Ja'Kobe Walter,Toronto Raptors @ Boston Celtics,Over,8.5,-128
2026-04-05,Ja'Kobe Walter,Toronto Raptors @ Boston Celtics,Under,8.5,100
2026-04-05,Sam Hauser,Toronto Raptors @ Boston Celtics,Over,7.5,-122
2026-04-05,Sam Hauser,Toronto Raptors @ Boston Celtics,Under,7.5,-104
2026-04-05,Jamal Shead,Toronto Raptors @ Boston Celtics,Over,7.5,103
2026-04-05,Jamal Shead,Toronto Raptors @ Boston Celtics,Under,7.5,-132
2026-04-05,Will Riley,Washington Wizards @ Brooklyn Nets,Over,16.5,-106
2026-04-05,Will Riley,Washington Wizards @ Brooklyn Nets,Under,16.5,-120
2026-04-05,Alex Sarr,Washington Wizards @ Brooklyn Nets,Over,13.5,-125
2026-04-05,Alex Sarr,Washington Wizards @ Brooklyn Nets,Under,13.5,-102
2026-04-05,Josh Minott,Washington Wizards @ Brooklyn Nets,Over,13.5,-124
2026-04-05,Josh Minott,Washington Wizards @ Brooklyn Nets,Under,13.5,-102
2026-04-05,Nolan Traore,Washington Wizards @ Brooklyn Nets,Over,13.5,-113
2026-04-05,Nolan Traore,Washington Wizards @ Brooklyn Nets,Under,13.5,-113
2026-04-05,Tre Johnson,Washington Wizards @ Brooklyn Nets,Over,12.5,-105
2026-04-05,Tre Johnson,Washington Wizards @ Brooklyn Nets,Under,12.5,-121
2026-04-05,Noah Clowney,Washington Wizards @ Brooklyn Nets,Over,11.5,-116
2026-04-05,Noah Clowney,Washington Wizards @ Brooklyn Nets,Under,11.5,-110
2026-04-05,Bilal Coulibaly,Washington Wizards @ Brooklyn Nets,Over,11.5,-110
2026-04-05,Bilal Coulibaly,Washington Wizards @ Brooklyn Nets,Under,11.5,-116
2026-04-05,Drake Powell,Washington Wizards @ Brooklyn Nets,Over,10.5,-127
2026-04-05,Drake Powell,Washington Wizards @ Brooklyn Nets,Under,10.5,100
2026-04-05,Carlton Carrington,Washington Wizards @ Brooklyn Nets,Over,10.5,-106
2026-04-05,Carlton Carrington,Washington Wizards @ Brooklyn Nets,Under,10.5,-120
2026-04-05,Terance Mann,Washington Wizards @ Brooklyn Nets,Over,8.5,-104
2026-04-05,Terance Mann,Washington Wizards @ Brooklyn Nets,Under,8.5,-122
2026-04-05,Devin Booker,Phoenix Suns @ Chicago Bulls,Over,26.5,-124
2026-04-05,Devin Booker,Phoenix Suns @ Chicago Bulls,Under,26.5,-103
2026-04-05,Jalen Green,Phoenix Suns @ Chicago Bulls,Over,18.5,-125
2026-04-05,Jalen Green,Phoenix Suns @ Chicago Bulls,Under,18.5,-102
